id,employee_id,create_uid,write_uid,date,adjustment,create_date,write_date,duration,duration_real
5893,16,2,2,2023-05-02,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5894,3,2,2,2023-05-02,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5895,16,2,2,2023-05-03,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.5027777777777782,0.5027777777777782
5896,18,2,2,2023-05-03,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.2091666666666665,0.2091666666666665
5897,2,2,2,2023-05-03,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,1.469444444444445,1.469444444444445
5898,20,2,2,2023-05-03,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.05777777777777793,0.05777777777777793
5899,19,2,2,2023-05-03,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.26472222222222286,0.26472222222222186
5900,1,2,2,2023-05-03,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.06305555555555498,0.06305555555555564
5901,10,2,2,2023-05-03,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.8538888888888883,0.8538888888888891
5902,3,2,2,2023-05-03,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5903,18,2,2,2023-05-04,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.2613888888888889,0.261388888888888
5904,2,2,2,2023-05-04,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.38361111111111157,0.38361111111111157
5905,1,2,2,2023-05-04,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.29694444444444523,-0.2969444444444447
5906,10,2,2,2023-05-04,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.8616666666666668,0.8616666666666664
5907,19,2,2,2023-05-04,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5908,18,2,2,2023-05-05,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.016111111111110965,0.016111111111111853
5909,2,2,2,2023-05-05,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.18222222222222229,0.18222222222222229
5910,1,2,2,2023-05-05,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.006666666666665877,-0.006666666666666821
5911,19,2,2,2023-05-05,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.856944444444445,0.8569444444444443
5912,10,2,2,2023-05-05,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.9711111111111115,-0.971111111111111
5913,19,2,2,2023-05-06,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,11.547777777777778,11.547777777777778
5914,3,2,2,2023-05-07,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,7.245555555555556,7.245555555555556
5915,19,2,2,2023-05-07,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,10.753333333333334,10.753333333333334
5916,1,2,2,2023-05-08,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5917,18,2,2,2023-05-08,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.12416666666666654,-0.12416666666666654
5918,2,2,2,2023-05-08,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5919,20,2,2,2023-05-08,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5920,10,2,2,2023-05-08,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5921,3,2,2,2023-05-08,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5922,19,2,2,2023-05-08,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5923,3,2,2,2023-05-09,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.943055555555556,0.9430555555555564
5924,1,2,2,2023-05-09,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5925,2,2,2,2023-05-09,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5926,18,2,2,2023-05-09,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5927,19,2,2,2023-05-09,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5928,3,2,2,2023-05-10,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-2.5469444444444442,-2.5469444444444447
5929,16,2,2,2023-05-11,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5930,19,2,2,2023-05-11,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.46500000000000064,0.46499999999999986
5931,20,2,2,2023-05-11,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5932,18,2,2,2023-05-11,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5933,3,2,2,2023-05-11,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.6149999999999998,-0.6150000000000002
5934,10,2,2,2023-05-11,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.8819444444444442,-0.8819444444444446
5935,16,2,2,2023-05-12,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5936,20,2,2,2023-05-12,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.608888888888889,0.6088888888888881
5937,10,2,2,2023-05-12,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.20722222222222264,-0.20722222222222264
5938,18,2,2,2023-05-12,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5939,3,2,2,2023-05-12,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-3.610555555555556,-3.610555555555556
5940,2,2,2,2023-05-12,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-3.7083333333333335,-3.708333333333333
5941,16,2,2,2023-05-15,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.5549999999999997,0.5549999999999997
5942,2,2,2,2023-05-15,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.30138888888888893,0.30138888888888893
5943,20,2,2,2023-05-15,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.05166666666666675,-0.05166666666666675
5944,10,2,2,2023-05-15,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-1.1605555555555558,-1.1605555555555558
5945,3,2,2,2023-05-15,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5946,18,2,2,2023-05-15,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5947,16,2,2,2023-05-16,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5948,19,2,2,2023-05-16,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.25222222222222246,0.25222222222222257
5949,2,2,2,2023-05-16,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.1274999999999995,0.1274999999999995
5950,18,2,2,2023-05-16,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5951,10,2,2,2023-05-16,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.05638888888888882,-0.05638888888888882
5952,3,2,2,2023-05-16,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.3186111111111104,-0.3186111111111112
5953,19,2,2,2023-05-17,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,1.7725,1.7725000000000009
5954,1,2,2,2023-05-17,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.21805555555555556,0.218055555555555
5955,2,2,2,2023-05-17,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.2591666666666672,0.2591666666666672
5956,18,2,2,2023-05-17,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.2502777777777778,-0.2502777777777778
5957,16,2,2,2023-05-17,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5958,20,2,2,2023-05-17,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,1.0691666666666668,1.069166666666666
5959,10,2,2,2023-05-17,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.04055555555555568,-0.04055555555555568
5960,3,2,2,2023-05-17,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-3.3563888888888886,-3.3563888888888886
5961,19,2,2,2023-05-18,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,1.3377777777777777,1.3377777777777773
5962,16,2,2,2023-05-18,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-7.208888888888889,-7.208888888888889
5963,1,2,2,2023-05-18,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,1.9244444444444446,1.924444444444445
5964,18,2,2,2023-05-18,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.009444444444444144,0.009444444444444144
5965,10,2,2,2023-05-18,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5966,2,2,2,2023-05-18,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,1.2847222222222223,1.2847222222222214
5967,3,2,2,2023-05-18,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.1433333333333342,0.14333333333333265
5968,20,2,2,2023-05-18,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,1.3255555555555558,1.325555555555555
5969,19,2,2,2023-05-19,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.8913888888888889,0.8913888888888888
5970,16,2,2,2023-05-19,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5971,20,2,2,2023-05-19,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.23527777777777725,0.23527777777777814
